sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	country_edit	Country_update	place_edit	place_update	Collection.year_edit	Collection.year_update	earliest.collection_edit	earliest.collection_update	latest.collection_edit	latest.collection_update	host_edit	host_update	host.common_edit	Lab_construct	vaccine	pubmedID_edit	pubmed_update	Notes
KC887345	AL_Arctic_AL1a	Arctic AL1a	-	-	-	2012	2012	2012	597	19-Jun-13	19-Jun-13	Felis catus	-	KVAFSU_BNG_RC-06	India	filled in	Karnataka	filled in	2012	unchanged	2012	unchanged	2012	unchanged	Felis catus	unchanged		no	no	-	unchanged	Chandrashekhara 2013
KC887347	AL_Arctic_AL1a	Arctic AL1a	-	-	-	2012	2012	2012	597	19-Jun-13	19-Jun-13	Equus caballus	-	KVAFSU_BNG_RE-14	India	filled in	Karnataka	filled in	2012	unchanged	2012	unchanged	2012	unchanged	Equus caballus	unchanged		no	no	-	unchanged	Chandrashekhara 2013
KU882961	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	597	05-Apr-16	06-Apr-16	buffalo	-	Anand/buffalo/brain/10	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	buffalo	unchanged		no	no	-	unchanged	
KU882958	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	595	05-Apr-16	06-Apr-16	buffalo	-	Anand/buffalo/brain/7	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	buffalo	unchanged		no	no	-	unchanged	
KU882954	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	587	05-Apr-16	06-Apr-16	buffalo	-	Anand/buffalo/brain/3	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	buffalo	unchanged		no	no	-	unchanged	
DQ991104	AL_Arctic_AL1a	Arctic AL1a	IND	India	Chennai, Tamil Nadu	2005	2005	2005	586	23-Oct-06	14-Jul-16	-	-	MVCDB1	India	unchanged	Chennai, Tamil Nadu	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	Chandrashekhara 2013
DQ991105	AL_Arctic_AL1a	Arctic AL1a	IND	India	Chennai, Tamil Nadu	2006	2006	2006	586	23-Oct-06	14-Jul-16	-	-	MVCDB2	India	unchanged	Chennai, Tamil Nadu	unchanged	2006	unchanged	2006	unchanged	2006	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
DQ991106	AL_Arctic_AL1a	Arctic AL1a	IND	India	Chennai, Tamil Nadu	2006	2006	2006	586	23-Oct-06	14-Jul-16	-	-	MVCDB3	India	unchanged	Chennai, Tamil Nadu	unchanged	2006	unchanged	2006	unchanged	2006	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
DQ991107	AL_Arctic_AL1a	Arctic AL1a	IND	India	Chennai, Tamil Nadu	2006	2006	2006	586	23-Oct-06	14-Jul-16	-	-	MVCDB4	India	unchanged	Chennai, Tamil Nadu	unchanged	2006	unchanged	2006	unchanged	2006	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
DQ991109	AL_Arctic_AL1a	Arctic AL1a	IND	India	Chennai, Tamil Nadu	2005	2005	2005	586	23-Oct-06	14-Jul-16	-	-	MVCDB6	India	unchanged	Chennai, Tamil Nadu	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
DQ991118	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	2005	2005	2005	586	23-Oct-06	14-Jul-16	-	-	NIMMB2	India	unchanged	Karnataka	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Bos taurus	filled in		no	no	-	unchanged	
DQ991119	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	2005	2005	2005	586	23-Oct-06	14-Jul-16	-	-	NIMMB3	India	unchanged	Karnataka	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Ovis aries	filled in	Sheep	no	no	-	unchanged	
DQ991120	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	2005	2005	2005	586	23-Oct-06	14-Jul-16	-	-	NIMMB4	India	unchanged	Karnataka	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
DQ991121	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	2005	2005	2005	586	23-Oct-06	14-Jul-16	-	-	NIMMB5	India	unchanged	Karnataka	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
KU882953	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	586	05-Apr-16	06-Apr-16	buffalo	-	Anand/buffalo/brain/2	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	buffalo	unchanged		no	no	-	unchanged	
KC887350	AL_Arctic_AL1a	Arctic AL1a	-	-	-	2012	2012	2012	585	19-Jun-13	19-Jun-13	Canis familiaris	-	KVAFSU_BNG_RD-07	India	filled in	Karnataka	filled in	2012	unchanged	2012	unchanged	2012	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	Chandrashekhara 2013
KU882956	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	583	05-Apr-16	06-Apr-16	buffalo	-	Anand/buffalo/brain/5	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	buffalo	unchanged		no	no	-	unchanged	
KC887348	AL_Arctic_AL1a	Arctic AL1a	-	-	-	2012	2012	2012	579	19-Jun-13	19-Jun-13	Canis familiaris	-	KVAFSU_BNG_RD-17	India	filled in	Karnataka	filled in	2012	unchanged	2012	unchanged	2012	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
KC887349	AL_Arctic_AL1a	Arctic AL1a	-	-	-	2012	2012	2012	579	19-Jun-13	19-Jun-13	Canis familiaris	-	KVAFSU_BNG_RD-32	India	filled in	Tamil Nadu	filled in	2012	unchanged	2012	unchanged	2012	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
KC887340	AL_Arctic_AL1a	Arctic AL1a	-	-	-	2012	2012	2012	574	19-Jun-13	19-Jun-13	Canis familiaris	-	KVAFSU_BNG_RC-18	India	filled in	Karnataka	filled in	2012	unchanged	2012	unchanged	2012	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
KC887351	AL_Arctic_AL1a	Arctic AL1a	-	-	-	2012	2012	2012	563	19-Jun-13	19-Jun-13	Canis familiaris	-	KVAFSU_BNG_RD-36	India	filled in	Kerala	filled in	2012	unchanged	2012	unchanged	2012	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
DQ991123	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	2005	2005	2005	559	23-Oct-06	14-Jul-16	-	-	NIMMB7	India	unchanged	Karnataka	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	-	unchanged		no	no	-	unchanged	
KC887333	AL_Arctic_AL1a	Arctic AL1a	-	-	-	2012	2012	2012	556	19-Jun-13	19-Jun-13	Canis familiaris	-	KVAFSU_BNG_RD-38	India	filled in	Karnataka	filled in	2012	unchanged	2012	unchanged	2012	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	Chandrashekhara 2013
DQ991113	AL_Arctic_AL1a	Arctic AL1a	IND	India	Chennai, Tamil Nadu	2006	2006	2006	553	23-Oct-06	14-Jul-16	-	-	MVCDB10	India	unchanged	Chennai, Tamil Nadu	unchanged	2006	unchanged	2006	unchanged	2006	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
DQ991122	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	2006	2006	2006	553	23-Oct-06	14-Jul-16	-	-	NIMMB6	India	unchanged	Karnataka	unchanged	2006	unchanged	2006	unchanged	2006	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
DQ991125	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	2006	2006	2006	552	23-Oct-06	14-Jul-16	-	-	NIMMB9	India	unchanged	Karnataka	unchanged	2006	unchanged	2006	unchanged	2006	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
DQ991129	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	2006	2006	2006	552	23-Oct-06	14-Jul-16	-	-	NIMMB13	India	unchanged	Karnataka	unchanged	2006	unchanged	2006	unchanged	2006	unchanged	Ovis aries	filled in		no	no	-	unchanged	
DQ991124	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	2006	2006	2006	551	23-Oct-06	14-Jul-16	-	-	NIMMB8	India	unchanged	Karnataka	unchanged	2006	unchanged	2006	unchanged	2006	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
DQ991117	AL_Arctic_AL1a	Arctic AL1a	IND	India	Chennai, Tamil Nadu	2006	2006	2006	549	23-Oct-06	14-Jul-16	-	-	MVCGB15	India	unchanged	Chennai, Tamil Nadu	unchanged	2006	unchanged	2006	unchanged	2006	unchanged	Capra hircus	filled in		no	no	-	unchanged	
DQ991130	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	2006	2006	2006	542	23-Oct-06	14-Jul-16	-	-	NIMMB14	India	unchanged	Karnataka	unchanged	2006	unchanged	2006	unchanged	2006	unchanged	Ovis aries	filled in		no	no	-	unchanged	
DQ991131	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	2006	2006	2006	542	23-Oct-06	14-Jul-16	-	-	NIMMB15	India	unchanged	Karnataka	unchanged	2006	unchanged	2006	unchanged	2006	unchanged	Cervidae	filled in	Deer	no	no	-	unchanged	
DQ991108	AL_Arctic_AL1a	Arctic AL1a	IND	India	Chennai, Tamil Nadu	2005	2005	2005	536	23-Oct-06	14-Jul-16	-	-	MVCDB5	India	unchanged	Chennai, Tamil Nadu	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
EF127002	AL_Arctic_AL1a	Arctic AL1a	DEU	Germany	-	-	-	2006	500	20-Dec-06	14-Jul-16	-	-	patient 1	Germany	unchanged	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	-	unchanged		no	no	-	unchanged	
EF127003	AL_Arctic_AL1a	Arctic AL1a	DEU	Germany	-	-	-	2006	500	20-Dec-06	14-Jul-16	-	-	patient 1	Germany	unchanged	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	-	unchanged		no	no	-	unchanged	
EF127004	AL_Arctic_AL1a	Arctic AL1a	DEU	Germany	-	-	-	2006	500	20-Dec-06	14-Jul-16	-	-	patient 2	Germany	unchanged	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	-	unchanged		no	no	-	unchanged	
EF127005	AL_Arctic_AL1a	Arctic AL1a	DEU	Germany	-	-	-	2006	500	20-Dec-06	14-Jul-16	-	-	patient 2	Germany	unchanged	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	-	unchanged		no	no	-	unchanged	
EF127006	AL_Arctic_AL1a	Arctic AL1a	DEU	Germany	-	-	-	2006	500	20-Dec-06	14-Jul-16	-	-	patient 3	Germany	unchanged	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	-	unchanged		no	no	-	unchanged	
JN258501	AL_Arctic_A	Arctic A	GRL	Greenland	-	1990	1990	1990	500	07-Dec-11	25-Jul-16	-	22100340	90V865GRN	Greenland	unchanged	-	unchanged	1990	unchanged	1990	unchanged	1990	unchanged	-	unchanged		no	no	22100340	unchanged	
JN258505	AL_Arctic_A	Arctic A	GRL	Greenland	-	1992	1992	1992	500	07-Dec-11	25-Jul-16	-	22100340	92V870GRN	Greenland	unchanged	-	unchanged	1992	unchanged	1992	unchanged	1992	unchanged	-	unchanged		no	no	22100340	unchanged	
JN258507	AL_Arctic_A	Arctic A	GRL	Greenland	-	1993	1993	1993	500	07-Dec-11	25-Jul-16	-	22100340	93V872GRN	Greenland	unchanged	-	unchanged	1993	unchanged	1993	unchanged	1993	unchanged	-	unchanged		no	no	22100340	unchanged	
JN258509	AL_Arctic_A	Arctic A	GRL	Greenland	-	1994	1994	1994	500	07-Dec-11	25-Jul-16	-	22100340	94V876GRN	Greenland	unchanged	-	unchanged	1994	unchanged	1994	unchanged	1994	unchanged	-	unchanged		no	no	22100340	unchanged	
DQ991128	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	2005	2005	2005	475	23-Oct-06	14-Jul-16	-	-	NIMMB12	India	unchanged	Karnataka	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
EF460818	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	459	01-Mar-08	01-Mar-08	Vulpes vulpes	-	RV2305	Norway	filled in	Svalbard	filled in	1999	filled in	1999	filled in	1999	updated	Vulpes lagopus	updated		no	no	-	unchanged	Journal of Wildlife Diseases, 47(4) : 945-957
HQ829842	AL_Arctic_AL1a	Arctic AL1a	IND	India	Pantnagar	2009	2009	2009	449	24-Jul-11	25-Jul-16	-	-	SPY-BN	India	unchanged	Pantnagar	unchanged	2009	unchanged	2009	unchanged	2009	unchanged	-	unchanged		no	no	-	unchanged	
DQ105943	AL_Arctic_AL1a	Arctic AL1a	IND	India	Kerala	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R76	India	unchanged	Kerala	unchanged	2004	filled in	2004	filled in	2004	updated	Canis lupus familiaris	filled in		no	no	19428313	unchanged	
DQ105944	AL_Arctic_AL1a	Arctic AL1a	IND	India	Kerala	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R81	India	unchanged	Kerala	unchanged	2004	filled in	2004	filled in	2004	updated	Canis lupus familiaris	filled in		no	no	19428313	unchanged	
DQ105945	AL_Arctic_AL1a	Arctic AL1a	IND	India	Kerala	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R82	India	unchanged	Kerala	unchanged	2004	filled in	2004	filled in	2004	updated	Capra hircus	filled in		no	no	19428313	unchanged	
DQ105946	AL_Arctic_AL1a	Arctic AL1a	IND	India	Kerala	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R98	India	unchanged	Kerala	unchanged	2004	filled in	2004	filled in	2004	updated	Capra hircus	filled in		no	no	19428313	unchanged	
DQ105947	AL_Arctic_AL1a	Arctic AL1a	IND	India	Kerala	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R105	India	unchanged	Kerala	unchanged	2004	filled in	2004	filled in	2004	updated	Canis lupus familiaris	filled in		no	no	19428313	unchanged	
DQ105948	AL_Arctic_AL1a	Arctic AL1a	IND	India	Kerala	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R107	India	unchanged	Kerala	unchanged	2004	filled in	2004	filled in	2004	updated	Canis lupus familiaris	filled in		no	no	19428313	unchanged	
DQ105949	AL_Arctic_AL1a	Arctic AL1a	IND	India	Kerala	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R109	India	unchanged	Kerala	unchanged	2004	filled in	2004	filled in	2004	updated	Canis lupus familiaris	filled in		no	no	19428313	unchanged	
DQ105950	AL_Arctic_AL1a	Arctic AL1a	IND	India	Kerala	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R110	India	unchanged	Kerala	unchanged	2004	filled in	2004	filled in	2004	updated	Bos taurus	filled in		no	no	19428313	unchanged	
DQ105951	AL_Arctic_AL1a	Arctic AL1a	IND	India	Kerala	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R114	India	unchanged	Kerala	unchanged	2004	filled in	2004	filled in	2004	updated	Bos taurus	filled in		no	no	19428313	unchanged	
DQ105952	AL_Arctic_AL1a	Arctic AL1a	IND	India	Kerala	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R116	India	unchanged	Kerala	unchanged	2004	filled in	2004	filled in	2004	updated	Canis lupus familiaris	filled in		no	no	19428313	unchanged	
DQ105953	AL_Arctic_AL1a	Arctic AL1a	IND	India	Kerala	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R117	India	unchanged	Kerala	unchanged	2004	filled in	2004	filled in	2004	updated	Canis lupus familiaris	filled in		no	no	19428313	unchanged	
DQ105954	AL_Arctic_AL1a	Arctic AL1a	IND	India	Kerala	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R121	India	unchanged	Kerala	unchanged	2004	filled in	2004	filled in	2004	updated	Capra hircus	filled in		no	no	19428313	unchanged	
DQ105955	AL_Arctic_AL1a	Arctic AL1a	IND	India	Kerala	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R122	India	unchanged	Kerala	unchanged	2004	filled in	2004	filled in	2004	updated	Bos taurus	filled in		no	no	19428313	unchanged	
DQ105956	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R132	India	unchanged	Karnataka	unchanged	2005	filled in	2005	filled in	2005	unchanged	Canis lupus familiaris	filled in		no	no	19428313	unchanged	
DQ105957	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R134	India	unchanged	Karnataka	unchanged	2005	filled in	2005	filled in	2005	unchanged	Canis lupus familiaris	filled in		no	no	19428313	unchanged	
DQ105958	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R135	India	unchanged	Karnataka	unchanged	2005	filled in	2005	filled in	2005	unchanged	Bos taurus	filled in		no	no	19428313	unchanged	
DQ105959	AL_Arctic_AL1a	Arctic AL1a	IND	India	Andhra Pradesh	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R141	India	unchanged	Andhra Pradesh	unchanged	2005	filled in	2005	filled in	2005	unchanged	Canis lupus familiaris	filled in		no	no	19428313	unchanged	
DQ105960	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R142	India	unchanged	Karnataka	unchanged	2005	filled in	2005	filled in	2005	unchanged	Canis lupus familiaris	filled in		no	no	19428313	unchanged	
DQ105961	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R143	India	unchanged	Karnataka	unchanged	2005	filled in	2005	filled in	2005	unchanged	Canis lupus familiaris	filled in		no	no	19428313	unchanged	
DQ105962	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R144	India	unchanged	Karnataka	unchanged	2005	filled in	2005	filled in	2005	unchanged	Canis lupus familiaris	filled in		no	no	19428313	unchanged	
DQ105963	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	-	-	2005	446	23-Jul-05	26-Jul-16	-	19428313	R145	India	unchanged	Karnataka	unchanged	2005	filled in	2005	filled in	2005	unchanged	Canis lupus familiaris	filled in		no	no	19428313	unchanged	
EF460817	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	441	01-Mar-08	01-Mar-08	Vulpes vulpes	-	RV2302	Norway	filled in	Svalbard	filled in	1987	filled in	1987	filled in	1987	updated	Vulpes lagopus	updated		no	no	-	unchanged	
JN258518	AL_Arctic_A	Arctic A	GRL	Greenland	-	2001	2001	2001	440	07-Dec-11	25-Jul-16	-	22100340	01V891GRN	Greenland	unchanged	-	unchanged	2001	unchanged	2001	unchanged	2001	unchanged	-	unchanged		no	no	22100340	unchanged	
DQ991115	AL_Arctic_AL1a	Arctic AL1a	IND	India	Chennai, Tamil Nadu	2006	2006	2006	434	23-Oct-06	14-Jul-16	-	-	MVCGB13	India	unchanged	Chennai, Tamil Nadu	unchanged	2006	unchanged	2006	unchanged	2006	unchanged	Capra hircus	filled in		no	no	-	unchanged	
DQ280338	AL_Arctic_A	Arctic A	IND	India	-	-	-	2005	431	28-Dec-05	26-Jul-16	-	16504574	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	Homo sapiens	filled in		no	no	16504574	unchanged	
DQ280344	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	429	28-Dec-05	26-Jul-16	-	16504574	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	Homo sapiens	filled in		no	no	16504574	unchanged	
DQ280337	AL_Arctic_A	Arctic A	IND	India	-	-	-	2005	426	28-Dec-05	26-Jul-16	-	16504574	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	Homo sapiens	filled in		no	no	16504574	unchanged	
DQ280347	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	425	28-Dec-05	26-Jul-16	-	16504574	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	Homo sapiens	filled in		no	no	16504574	unchanged	
DQ063227	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	422	11-Jun-05	26-Jul-16	-	-	6199.91	Canada	filled in	Lambton	filled in	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063229	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	422	11-Jun-05	26-Jul-16	-	-	2244.93	Canada	filled in	Perth	filled in	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063255	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	422	11-Jun-05	26-Jul-16	-	-	4820	Canada	filled in	Cochrane	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
AY062044	AL_Arctic_AL1a	Arctic AL1a	PAK	Pakistan	-	-	-	2002	414	30-Mar-02	15-Nov-02	-	12417947	-	Pakistan	unchanged	-	unchanged	-	unchanged	-	unchanged	2002	unchanged	Capra hircus	filled in		no	no	12417947	unchanged	
DQ063228	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	173.93	Canada	filled in	Waterloo	filled in	1993	filled in	1993	filled in	1993	updated	Mephitis mephitis	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063230	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	3870.95	Canada	filled in	Grey	filled in	1995	filled in	1995	filled in	1995	updated	Mephitis mephitis	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063231	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	507.96	Canada	filled in	Victoria	filled in	1996	filled in	1996	filled in	1996	updated	Mephitis mephitis	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063232	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	2790.96	Canada	filled in	Peterborough	filled in	1996	filled in	1996	filled in	1996	updated	Mephitis mephitis	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063240	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	417	Canada	filled in	Cochrane	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063241	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	466	Canada	filled in	Grey	filled in	2000	filled in	2000	filled in	2000	updated	Mephitis mephitis	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063242	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	583	Canada	filled in	Dufferin	filled in	2000	filled in	2000	filled in	2000	updated	Mephitis mephitis	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063243	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	934	Canada	filled in	Wellington	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063244	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	1035	Canada	filled in	Territoire-du-Nouveau-Quebec	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063245	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	1246	Canada	filled in	Grey	filled in	2000	filled in	2000	filled in	2000	updated	Equus 	filled in	Equine	no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063246	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	1278	Canada	filled in	Bruce	filled in	2000	filled in	2000	filled in	2000	updated	Mephitis mephitis	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063247	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	1512	Canada	filled in	Cochrane	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063250	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	2847	Canada	filled in	Perth	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063251	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	3420	Canada	filled in	Territoire-du-Nouveau-Quebec	filled in	2000	filled in	2000	filled in	2000	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063252	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	4261	Canada	filled in	Peterborough	filled in	2000	filled in	2000	filled in	2000	updated	Mephitis mephitis	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063253	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	4337	Canada	filled in	Territoire-du-Nouveau-Quebec	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063254	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	4456	Canada	filled in	Cochrane	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063256	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	4947	Canada	filled in	Waterloo	filled in	2000	filled in	2000	filled in	2000	updated	Mephitis mephitis	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
